,S&P 500 Growth Total Return Index,S&P 500 High Beta Total Return Index,S&P 500 Quality U.S. Dollar Gross Total Return Index,S&P 500 QVML Multi-Factor Index (USD) TR,S&P 500 Value Total Return Index,S&P 500 Revenue-Weighted Index (TR),S&P 500 Minimum Volatility Total Return Index,S&P 500 Equal Weighted USD Total Return Index,S&P 500 Buyback Total Return Index,S&P 500 Low Volatility Total Return Index,S&P 500 Momentum U.S. Dollar Gross Total Return Index,S&P 500 Enhanced Value Total Return Index,S&P 500 Pure Growth Total Return Index,S&P 500 Dividend Aristocrats Total Return Index,S&P 500 Pure Value Total Return Index,S&P 500 Low Volatility High Dividend Index,S&P 500 High Dividend Total Return Index,S&P 100 Total Return 4 JAN 1988 Index
,SPTRSGX Index,SP5HBIT Index,SPXQUT Index,SPXQLMUT Index,SPTRSVX Index,REVWLT Index,SP5MVT Index,SPXEWTR Index,SPBUYUT Index,SP5LVIT Index,SP500MUT Index,SPXEVUT Index,SPTRXPG Index,SPDAUDT Index,SPTRXPV Index,SP5LVHDT Index,SPXHDUT Index,SPTR100 Index
2020-05-07,4917.22,11205.89,2184.82,1192.76,5194.85,12120.79,17533.13,6918.37,22666.65,19532.16,1457.967,1106.612,14210.09,2540.068,8480.83,21502.1,18553.72,2771.8
2020-05-08,4983.16,11621.14,2218.96,1216.69,5309.8,12402.26,17798.19,7110.46,23377.22,19847.46,1482.198,1147.133,14452.81,2604.162,8835.05,22195.67,19211.08,2813.83
2020-05-09,4983.16,11621.14,2218.96,1216.69,5309.8,12402.26,17798.19,7110.46,23377.22,19847.46,1482.198,1147.133,14452.81,2604.162,8835.05,22195.67,19211.08,2813.83
2020-05-10,4983.16,11621.14,2218.96,1216.69,5309.8,12402.26,17798.19,7110.46,23377.22,19847.46,1482.198,1147.133,14452.81,2604.162,8835.05,22195.67,19211.08,2813.83
2020-05-11,5009.63,11462.25,2226.63,1213.75,5273.39,12366.193,17762.17,7028.54,22861.26,19707.4,1488.386,1124.463,14477.23,2589.13564,8641.39,21840.42,18917.17,2820.54
2020-05-12,4906.72,11119.09,2178.19,1189.82,5167.16,12116.13,17467.39,6845.09,22183.06,19267.67,1460.637,1095.144,14137.8,2528.179,8407.23,21340.81,18436.21,2767.77
2020-05-13,4840.4,10720.02,2148.9,1170.63,5049.14,11824.63,17176.13,6645.65,21415.66,18900.92,1443.673,1050.85,13864.4,2465.22,8063.19,20770.88,17821.01,2726.01
2020-05-14,4888.2,10970.09,2179.67,1184.59,5121.77,11966.59,17377.64,6744.59,21929.96,19046.47,1458.755,1077.271,14068.12,2494.732,8211.23,21094.12,18090.91,2756.98
2020-05-15,4921.36,10920.68,2187.16,1186.24,5122.52,12032.28,17412.25,6756.99,21815.09,19054.3,1465.812,1077.011,14142.3,2506.483,8224.47,21009.28,18005.42,2770.13
2020-05-16,4921.36,10920.68,2187.16,1186.24,5122.52,12032.28,17412.25,6756.99,21815.09,19054.3,1465.812,1077.011,14142.3,2506.483,8224.47,21009.28,18005.42,2770.13
2020-05-17,4921.36,10920.68,2187.16,1186.24,5122.52,12032.28,17412.25,6756.99,21815.09,19054.3,1465.812,1077.011,14142.3,2506.483,8224.47,21009.28,18005.42,2770.13
2020-05-18,5044.57,11947.4,2246.04,1226.45,5332.43,12526.88,17912.27,7125.68,23264.66,19453.63,1506.095,1144.375,14653.42,2622.187,8800.2,22111.32,19074.3,2842.42
2020-05-19,5013.83,11626.55,2217.58,1206.6,5244.9,12376.55,17699.56,7024.74,22904.44,19212.2,1492.977,1123.68,14590.73,2580.021,8617.95,21724.49,18718.91,2813.7
2020-05-20,5106.06,11974.47,2253.05,1220.74,5321.67,12568.69,17912.11,7159.08,23476.39,19311.25,1511.253,1146.153,14852.73,2619.673,8807.87,22016.84,19029.32,2862.29
2020-05-21,5061.66,11976.47,2234.3,1216.18,5288.12,12511.99,17793.43,7125.02,23311.05,19140.76,1495.282,1143.583,14740.61,2615.125,8810.45,21904.93,18956.02,2839.76
2020-05-22,5081.6,11930.62,2237.56,1217.95,5290.87,12520.8,17859.03,7132.75,23265.72,19206.17,1506.086,1138.574,14822.44,2611.255,8778.97,21956.49,19016.29,2846.18
2020-05-23,5081.6,11930.62,2237.56,1217.95,5290.87,12520.8,17859.03,7132.75,23265.72,19206.17,1506.086,1138.574,14822.44,2611.255,8778.97,21956.49,19016.29,2846.18
2020-05-24,5081.6,11930.62,2237.56,1217.95,5290.87,12520.8,17859.03,7132.75,23265.72,19206.17,1506.086,1138.574,14822.44,2611.255,8778.97,21956.49,19016.29,2846.18
2020-05-25,5081.6,11930.62,2237.56,1217.95,5290.87,12520.8,17859.03,7132.75,23265.72,19206.17,1506.086,1138.574,14822.44,2611.255,8778.97,21956.49,19016.29,2846.18
2020-05-26,5098.48,12724.32,2263.93,1238.84,5423.6,12775.67,18034.96,7361.95,24367.11,19365.1,1507.615,1195.06,14929.26,2682.82186,9202.71,22710.05,19774.82,2869.29
2020-05-27,5143.35,13292.37,2289.25,1255.64,5549.81,13056.73,18327.71,7546.04,25204.12,19740.42,1521.497,1241.262,15115.34,2739.738,9558.77,23285.86,20287.3,2904.13
2020-05-28,5143.37,12825.83,2290,1261.07,5523.55,12963.41,18392.68,7469.41,24632.07,19935.39,1532.143,1209.839,15089.1,2730.607,9331,23073.6,20034.21,2896.46
2020-05-29,5184.55,12554.28,2310.7,1262.95,5527.85,12976.95,18493.12,7454.35,24439.57,20125.87,1545.491,1196.419,15267.86,2737.874,9215.31,22991.13,19871.46,2911.16
2020-05-30,5184.55,12554.28,2310.7,1262.95,5527.85,12976.95,18493.12,7454.35,24439.57,20125.87,1545.491,1196.419,15267.86,2737.874,9215.31,22991.13,19871.46,2911.16
2020-05-31,5184.55,12554.28,2310.7,1262.95,5527.85,12976.95,18493.12,7454.35,24439.57,20125.87,1545.491,1196.419,15267.86,2737.874,9215.31,22991.13,19871.46,2911.16
2020-06-01,5208.03,12911.1,2302.2,1267.76,5543.25,13041.67,18565.9,7540.33,24749.4,20130.34,1552.096,1212.089,15360.48,2751.077,9365.52,23279.8,20092,2918.23
2020-06-02,5244.32,13205.07,2323.6,1276.42,5598.76,13196.8,18719.91,7635.85,25128.45,20295.26,1560.569,1231.936,15461.35,2778.822,9538.13,23530.61,20359.09,2940.2
2020-06-03,5293.67,13930.81,2350.08,1296.72,5709.48,13421.93,18905.58,7848.92,26035.17,20401.39,1572.225,1270.084,15685.28,2848.195,9895.47,24254.77,21018.74,2971.85
2020-06-04,5248.89,14305.12,2340.84,1291.36,5733.13,13456.48,18803.31,7889.32,26572.93,20288.32,1553.608,1297.691,15517.19,2852.25,10119.39,24466.12,21256.91,2961.46
2020-06-05,5370.81,15217.14,2392.92,1325.95,5906.8,13841.34,19267.09,8175.58,27587.39,20580.13,1586.726,1352.266,15965.62,2939.818,10574.05,25286.56,22031.56,3035.33
2020-06-06,5370.81,15217.14,2392.92,1325.95,5906.8,13841.34,19267.09,8175.58,27587.39,20580.13,1586.726,1352.266,15965.62,2939.818,10574.05,25286.56,22031.56,3035.33
2020-06-07,5370.81,15217.14,2392.92,1325.95,5906.8,13841.34,19267.09,8175.58,27587.39,20580.13,1586.726,1352.266,15965.62,2939.818,10574.05,25286.56,22031.56,3035.33
2020-06-08,5408.8,16071.41,2405.87,1340.65,6017.71,14104,19527.13,8377.17,28428.19,20782.01,1596.188,1394.798,16037.12,2979.995,11003.68,26031.62,22802.92,3069.4
2020-06-09,5414.37,15362.95,2387.88,1324.45,5900.98,13871.14,19310.72,8161.47,27600.61,20522.19,1596.106,1357.932,15943.08,2924.283,10622.9,25351.91,22200.17,3061.47
2020-06-10,5444.96,14517.65,2380.52,1312.63,5781.7,13624.91,19190.08,7960.97,26640.13,20450.77,1609.901,1304.204,15915.75,2873.699,10137.78,24629.32,21525.85,3059.34
2020-06-11,5152.27,13036.12,2244.94,1241.52,5400.61,12777.31,18122.13,7402.49,24486.57,19529.37,1524.876,1192.069,14955.2,2703.13,9266.22,22912.37,19922.4,2885.55
2020-06-12,5207.86,13647.06,2267.12,1252.79,5492.43,12971.41,18307.06,7563.35,25274.69,19612.09,1542.562,1230.889,15187.89,2741.479,9577.59,23438.78,20436.49,2920.96
2020-06-13,5207.86,13647.06,2267.12,1252.79,5492.43,12971.41,18307.06,7563.35,25274.69,19612.09,1542.562,1230.889,15187.89,2741.479,9577.59,23438.78,20436.49,2920.96
2020-06-14,5207.86,13647.06,2267.12,1252.79,5492.43,12971.41,18307.06,7563.35,25274.69,19612.09,1542.562,1230.889,15187.89,2741.479,9577.59,23438.78,20436.49,2920.96
2020-06-15,5254.98,13806.23,2278.56,1260.92,5532.86,13069.52,18443.62,7643.62,25565.87,19775.04,1555.037,1240.966,15403.8,2770.13,9664.83,23746.38,20661.38,2941.6
2020-06-16,5358.84,14204.74,2329.76,1283.27,5631.75,13328.58,18754.03,7800.52,26141.15,20058.56,1579.581,1268.354,15711.29,2824.731,9894.37,24146.39,21079.45,2998.19
2020-06-17,5363.01,13811.98,2318.57,1274.25,5576.67,13214.45,18674.86,7714.76,25741.79,20077.71,1581.28,1243.634,15726.47,2805.852,9695.73,23707.36,20727.48,2989.9
2020-06-18,5370.16,13846.15,2320.25,1275.59,5574.59,13212.92,18648.86,7710.48,25685.08,20069.6,1583.831,1244.406,15729.25,2804.022,9704.98,23723.1,20754.64,2993.41
2020-06-19,5350.31,13586.54,2311.905,1263.99,5530.07,13158.144,18485.54,7629.64,25499.54,19982.52,1572.944,1236.042,15706.91,2783.957,9593.54,23243.43,20422.26,2981.91
2020-06-20,5350.31,13586.54,2311.905,1263.99,5530.07,13158.144,18485.54,7629.64,25499.54,19982.52,1572.944,1236.042,15706.91,2783.957,9593.54,23243.43,20422.26,2981.91
2020-06-21,5350.31,13586.54,2311.905,1263.99,5530.07,13158.144,18485.54,7629.64,25499.54,19982.52,1572.944,1236.042,15706.91,2783.957,9593.54,23243.43,20422.26,2981.91
2020-06-22,5412.3,13567,2324.68,1268.36,5525.51,13175,18590.4,7641.71,25418.77,20003.69,1591.234,1229.628,15855.42,2782.289,9563.83,23176.23,20379.3,3006.45
2020-06-23,5446.1,13663.51,2335.51,1270.81,5533.78,13210.37,18624.53,7651.41,25461.54,19985,1594.561,1234.699,15832.82,2784.74,9588.74,23161.58,20321,3025.48
2020-06-24,5315.24,12877.89,2276.18,1245.43,5376,12805.75,18209.79,7394.91,24436.85,19612,1559.585,1183.566,15367.54,2705.688,9177.21,22490.36,19610.9,2954.23
2020-06-25,5372.16,13161.97,2301.69,1255.54,5437.56,12948.48,18380.02,7474.01,24828.28,19776.04,1574.442,1204.974,15524.02,2728.309,9316.03,22624.81,19793.67,2988.2
2020-06-26,5234.63,12689.52,2259.74,1234.08,5316.95,12639.26,18035.33,7318.84,24058.63,19564.89,1541.753,1161.053,15205.29,2679.439,9042.75,22073.79,19263.32,2906.63
2020-06-27,5234.63,12689.52,2259.74,1234.08,5316.95,12639.26,18035.33,7318.84,24058.63,19564.89,1541.753,1161.053,15205.29,2679.439,9042.75,22073.79,19263.32,2906.63
2020-06-28,5234.63,12689.52,2259.74,1234.08,5316.95,12639.26,18035.33,7318.84,24058.63,19564.89,1541.753,1161.053,15205.29,2679.439,9042.75,22073.79,19263.32,2906.63
2020-06-29,5303.45,13067.03,2287.65,1250.62,5408.59,12888.44,18296.56,7466.85,24633.49,19801.54,1561.879,1188.625,15399.28,2737.472,9268.06,22617.28,19728.58,2948.33
2020-06-30,5397.2,13292.02,2325.41,1268.83,5475.16,13047.26,18571.69,7572.02,24971.23,20048.57,1587.424,1203.258,15676.82,2770.737,9410.17,22855.76,19997.16,2993.35
2020-07-01,5447.79,13028.78,2329.28,1272.96,5468.24,13003.76,18609.07,7553.15,24667.36,20146,1596.844,1183.849,15731.62,2760.79,9256.51,22843.96,19898.08,3014.41
2020-07-02,5474.12,13126.37,2346.13,1281.84,5493.69,13065.7,18689.65,7601.23,24835.51,20256.05,1602.407,1189.695,15834.19,2784.625,9314.55,22919.43,20005.94,3027.36
2020-07-03,5474.12,13126.37,2346.128,1281.84,5493.69,13065.7,18689.65,7601.23,24835.51,20256.05,1602.407,1189.695,15834.19,2784.625,9314.55,22919.43,20005.94,3027.36
2020-07-04,5474.12,13126.37,2346.128,1281.84,5493.69,13065.7,18689.65,7601.23,24835.51,20256.05,1602.407,1189.695,15834.19,2784.625,9314.55,22919.43,20005.94,3027.36
2020-07-05,5474.12,13126.37,2346.128,1281.84,5493.69,13065.7,18689.65,7601.23,24835.51,20256.05,1602.407,1189.695,15834.19,2784.625,9314.55,22919.43,20005.94,3027.36
2020-07-06,5584.03,13354.57,2378.336,1297.64,5546.92,13237.2,18877.59,7688.57,25254.26,20403.33,1623.082,1207.855,16104.85,2814.363,9463.52,22977.05,20107.81,3085.43
2020-07-07,5532.5,12915.46,2354.96,1292.73,5473.8,13047.79,18710.52,7562.3,24641.61,20322.48,1614.569,1174.249,15938.97,2785.95,9215.15,22616.96,19750.62,3055.81
2020-07-08,5598.04,13070.6,2369.18,1297.37,5483.88,13068.69,18808.69,7585.51,24787.74,20321.79,1633.646,1177.734,16110.35,2785.925,9235.44,22592.12,19740,3086.58
2020-07-09,5606.93,12613.8,2363.15,1295.83,5396.76,12856.87,18655.99,7465.09,24217.45,20262.75,1631.77,1136.537,16062.72,2743.449,8899.66,22058.85,19209.93,3077.02
2020-07-10,5637.46,13041.52,2375.86,1304.91,5495.09,13115.53,18861.31,7586.14,24835.84,20444.32,1639.691,1178.269,16112.62,2789.889,9208.25,22679.51,19740.22,3110.44
2020-07-11,5637.46,13041.52,2375.86,1304.91,5495.09,13115.53,18861.31,7586.14,24835.84,20444.32,1639.691,1178.269,16112.62,2789.889,9208.25,22679.51,19740.22,3110.44
2020-07-12,5637.46,13041.52,2375.86,1304.91,5495.09,13115.53,18861.31,7586.14,24835.84,20444.32,1639.691,1178.269,16112.62,2789.889,9208.25,22679.51,19740.22,3110.44
2020-07-13,5545.82,12990.79,2356.6,1299.4,5501.33,13080.42,18701.68,7555.4,24823.64,20387.9,1614.831,1179.668,15774.4,2791.998,9220.4,22691.32,19736.14,3078.29
2020-07-14,5613.39,13168.72,2391.82,1319.6,5586.97,13301.31,18967.95,7679.13,25051.74,20723.34,1640.79,1192.444,16042.14,2845.733,9379.15,22938.73,19998.6,3114.87
2020-07-15,5647.55,13760.57,2415.61,1325.87,5662.95,13528.8,19109.48,7856.34,25787.43,20915.97,1647.674,1224.151,16271.4,2893.174,9670.94,23406.24,20406.25,3128.7
2020-07-16,5614.71,13658.98,2403.06,1325.14,5664.32,13528.22,19109.33,7843.79,25708.16,20969.12,1639.919,1224.343,16188.26,2895.519,9691.03,23391.45,20401.92,3116.12
2020-07-17,5631.43,13525.02,2419.2,1333.66,5680.08,13520.3,19242.76,7869,25587.65,21163.28,1653.874,1213.371,16311.78,2902.953,9628.37,23423.19,20402.41,3117.11
2020-07-18,5631.43,13525.02,2419.2,1333.66,5680.08,13520.3,19242.76,7869,25587.65,21163.28,1653.874,1213.371,16311.78,2902.953,9628.37,23423.19,20402.41,3117.11
2020-07-19,5631.43,13525.02,2419.2,1333.66,5680.08,13520.3,19242.76,7869,25587.65,21163.28,1653.874,1213.371,16311.78,2902.953,9628.37,23423.19,20402.41,3117.11
2020-07-20,5739.33,13371.09,2435.47,1339.98,5637.94,13455.81,19271.91,7829.24,25426.86,21140.76,1674.792,1195.52,16538.18,2871.947,9476.94,22979.89,20064.89,3157.85
2020-07-21,5709.89,13749.84,2436.49,1340.79,5705.63,13621.78,19363.99,7909.4,25810.87,21218.28,1669.215,1223.826,16493,2905.02,9705.73,23385.29,20374.7,3155.51
2020-07-22,5745.18,13753.89,2450.41,1350.44,5735.07,13687.08,19480.28,7966.72,25940.65,21380.36,1688.195,1224.679,16655.26,2928.757,9741.48,23551.94,20445.74,3169.2
2020-07-23,5629.19,13769.06,2424.84,1338.22,5732.63,13640.12,19337.84,7952.36,25883.7,21333.55,1662.451,1229.364,16432.67,2931.684,9808.27,23562.61,20469.73,3115.49
2020-07-24,5598.79,13616.17,2393.573,1323.84,5690.83,13557.47,19218.13,7894.19,25591.03,21197.43,1658.747,1220.585,16305.49,2921.375,9738.12,23387.61,20351.46,3095.45
2020-07-25,5598.79,13616.17,2393.573,1323.84,5690.83,13557.47,19218.13,7894.19,25591.03,21197.43,1658.747,1220.585,16305.49,2921.375,9738.12,23387.61,20351.46,3095.45
2020-07-26,5598.79,13616.17,2393.573,1323.84,5690.83,13557.47,19218.13,7894.19,25591.03,21197.43,1658.747,1220.585,16305.49,2921.375,9738.12,23387.61,20351.46,3095.45
2020-07-27,5666.61,13636.59,2418.4,1331.81,5693.75,13581.27,19280.08,7932.94,25727.35,21323.17,1675.118,1212.867,16559.29,2934.418,9721.18,23362.99,20379.82,3120.61
2020-07-28,5610.2,13497.43,2400.37,1330.1,5686.33,13516.92,19249.96,7878.27,25476.76,21269.16,1665.504,1209.005,16321.65,2917.739,9649.46,23497.41,20420.41,3101.71
2020-07-29,5683.63,13901.93,2420.8,1339.12,5751.55,13692.52,19463.87,8013.52,25988.35,21512.35,1688.267,1231.477,16617.79,2957.221,9880.42,23799.6,20660.2,3132.19
2020-07-30,5690.62,13665.91,2409.75,1336.24,5690.22,13561.51,19416.54,7949.67,25817.42,21450.19,1692.446,1205.606,16618.77,2920.866,9667.77,23585.28,20304.24,3125.01
2020-07-31,5774.72,13557.08,2422.29,1343.69,5675.33,13544.82,19461.78,7938.63,25830.44,21540.2,1712.857,1199.595,16701.87,2912.86126,9629.21,23443.36,20101.23,3161.12
2020-08-01,5774.72,13557.08,2422.29,1343.69,5675.33,13544.82,19461.78,7938.63,25830.44,21540.2,1712.857,1199.595,16701.87,2912.86126,9629.21,23443.36,20101.23,3161.12
2020-08-02,5774.72,13557.08,2422.29,1343.69,5675.33,13544.82,19461.78,7938.63,25830.44,21540.2,1712.857,1199.595,16701.87,2912.86126,9629.21,23443.36,20101.23,3161.12
2020-08-03,5832.54,13620.53,2451.2,1358.75,5692.24,13634.89,19501.71,7966.99,25952.29,21594.73,1731.515,1205.723,16818.76,2917.1,9680.04,23398.79,19993.66,3191.66
2020-08-04,5848.01,13702.76,2459.36,1363.38,5721.09,13711.86,19660.15,8004.69,25922.35,21690.22,1742.746,1207.786,16880.01,2926.751,9728.9,23636.45,20114.88,3201.99
2020-08-05,5887.94,13995.5,2475.29,1365.36,5754.44,13808.17,19690.61,8067.68,26192.86,21669.32,1746.446,1222.659,16987.27,2950.433,9901.79,23607.8,20210.11,3225.23
2020-08-06,5952.22,13919.67,2486.23,1368.66,5753.79,13809.2,19736.79,8063.68,26199.68,21637.95,1761.663,1218.012,17021.74,2943.794,9806.67,23708.76,20178.87,3258.78
2020-08-07,5915.77,14140.33,2480.63,1371.64,5820.22,13931.93,19846.41,8140.17,26533.78,21820.11,1753.693,1241.726,16950.83,2978.862,10011.58,24001.7,20556.27,3252.69
2020-08-08,5915.77,14140.33,2480.63,1371.64,5820.22,13931.93,19846.41,8140.17,26533.78,21820.11,1753.693,1241.726,16950.83,2978.862,10011.58,24001.7,20556.27,3252.69
2020-08-09,5915.77,14140.33,2480.63,1371.64,5820.22,13931.93,19846.41,8140.17,26533.78,21820.11,1753.693,1241.726,16950.83,2978.862,10011.58,24001.7,20556.27,3252.69
2020-08-10,5905.22,14578.5,2488.67,1373.91,5876.14,14120.74,19878.27,8231.01,26923.94,21833.91,1747.824,1266.024,16907,3014.354,10250.24,24455.62,20967.92,3258.54
2020-08-11,5835.43,14666.08,2469.04,1358.71,5863.15,14078.94,19704.52,8216.83,27010.26,21673.73,1722.875,1275.015,16767,3018.285,10280.95,24406.86,21020.1,3227.68
2020-08-12,5945.77,14689.22,2511.95,1380.72,5904.79,14191.63,19936.7,8271.24,27095.1,21909.7,1759.031,1273.988,17029.1,3039.715,10283.95,24440.04,21016.88,3279.99
2020-08-13,5957.33,14524.07,2501.15,1377.4,5861.11,14109.43,19896.14,8232.88,26885.17,21912.41,1763.245,1259.532,17087.91,3021.797,10179.51,24153.27,20689.43,3275.01
2020-08-14,5948.2,14655.12,2501.34,1378.15,5873.23,14182.21,19893.02,8250.55,27010.62,21903.02,1760.857,1270.07,17062.18,3024.41,10279.82,24232.19,20839.56,3274.16
2020-08-15,5948.2,14655.12,2501.34,1378.15,5873.23,14182.21,19893.02,8250.55,27010.62,21903.02,1760.857,1270.07,17062.18,3024.41,10279.82,24232.19,20839.56,3274.16
2020-08-16,5948.2,14655.12,2501.34,1378.15,5873.23,14182.21,19893.02,8250.55,27010.62,21903.02,1760.857,1270.07,17062.18,3024.41,10279.82,24232.19,20839.56,3274.16
2020-08-17,5985.31,14534.03,2517.16,1385.81,5858.32,14158.13,19940.36,8251.67,26904.08,21967.68,1777.078,1256.04,17232.66,3026.668,10214.4,24154.66,20730.25,3282.55
2020-08-18,6023.61,14302.79,2520.97,1390.11,5837.68,14120.77,19973.31,8213.31,26715.75,22008.09,1780.841,1244.59,17229.88,3016.206,10111.01,24010.17,20489.96,3300.27
2020-08-19,5998.42,14280.12,2513.93,1386.48,5812.44,14070.33,19844.03,8179.38,26674.4,21887.71,1774.131,1242.566,17151.44,3005.812,10081.27,23913.71,20406.31,3287.46
2020-08-20,6050.8,14073.42,2523.63,1390.76,5781.56,13980.92,19852.38,8135.25,26451.32,21849.24,1786.21,1226.121,17205.4,2995.135,9945.23,23701.61,20225.21,3309.96
2020-08-21,6085.74,14005.39,2541.11,1399.75,5781.36,13996.05,19882.22,8126.78,26465.88,21873.51,1801.62,1221.89,17211.35,2994.045,9870.05,23658,20156.07,3327.96
2020-08-22,6085.74,14005.39,2541.11,1399.75,5781.36,13996.05,19882.22,8126.78,26465.88,21873.51,1801.62,1221.89,17211.35,2994.045,9870.05,23658,20156.07,3327.96
2020-08-23,6085.74,14005.39,2541.11,1399.75,5781.36,13996.05,19882.22,8126.78,26465.88,21873.51,1801.62,1221.89,17211.35,2994.045,9870.05,23658,20156.07,3327.96
2020-08-24,6134.62,14522.69,2561.25,1405.04,5859.4,14211.06,20049.87,8254.31,27028.77,21956.79,1811.989,1254.285,17323.16,3031.971,10165.67,24159.24,20721.79,3361.52
2020-08-25,6174.66,14517.7,2573.25,1408.86,5853.88,14195.36,20089.31,8255.77,27005.01,21978.19,1816.898,1249.298,17420.93,3022.264,10160.4,23965.79,20607.18,3376.22
2020-08-26,6288.75,14332.32,2593.59,1415.65,5837.63,14193.33,20191.83,8247.22,26888.11,22055.71,1834.818,1235.403,17630.1,3021.673,10082.18,23776.21,20368.5,3427.56
2020-08-27,6278.42,14546.5,2599.27,1419.52,5879.39,14288.22,20236.27,8288.79,27088.88,22068.19,1833.157,1250.797,17558.12,3035.282,10182.02,23976.33,20610.11,3430.22
2020-08-28,6319.8,14829.16,2623.01,1427.18,5921.83,14407.86,20366.52,8358.35,27336.82,22090.68,1850.622,1261.534,17682.02,3056.417,10267.11,24148.03,20784.9,3452.2
2020-08-29,6319.8,14829.16,2623.01,1427.18,5921.83,14407.86,20366.52,8358.35,27336.82,22090.68,1850.622,1261.534,17682.02,3056.417,10267.11,24148.03,20784.9,3452.2
2020-08-30,6319.8,14829.16,2623.01,1427.18,5921.83,14407.86,20366.52,8358.35,27336.82,22090.68,1850.622,1261.534,17682.02,3056.417,10267.11,24148.03,20784.9,3452.2
2020-08-31,6327.49,14507.48,2617.54,1428.33,5878.53,14295.65,20319.55,8293.06,26975.28,22160.74,1853.317,1240.228,17635.58,3030.056,10101.68,23893.68,20433.8,3448.66
2020-09-01,6408.18,14605.36,2636.54,1433.88,5873.88,14357.67,20339.63,8328.04,27113.69,22095.38,1872.493,1237.259,17850.75,3045.479,10127.2,23799.46,20412.77,3479.7
2020-09-02,6497.99,14838.87,2681.37,1457.85,5978.63,14596.12,20716.91,8481.36,27592.9,22526.67,1900.516,1257.764,18160.08,3104.52,10292.72,24347.04,20830.36,3526.42
2020-09-03,6206.24,14634.09,2577.54,1407.54,5865.99,14255.15,20190.95,8277.39,26947.01,21924.43,1815.211,1241.267,17403.6,3036.502,10145.16,24074.08,20652.16,3391.81
2020-09-04,6126.06,14778.81,2554.4,1396.39,5862.48,14221.39,20055.84,8256.86,27002.8,21765.61,1793.863,1251.804,17131.01,3033.177,10218.94,24118.77,20798.05,3359.58
2020-09-05,6126.06,14778.81,2554.4,1396.39,5862.48,14221.39,20055.84,8256.86,27002.8,21765.61,1793.863,1251.804,17131.01,3033.177,10218.94,24118.77,20798.05,3359.58
2020-09-06,6126.06,14778.81,2554.4,1396.39,5862.48,14221.39,20055.84,8256.86,27002.8,21765.61,1793.863,1251.804,17131.01,3033.177,10218.94,24118.77,20798.05,3359.58
2020-09-07,6126.06,14778.81,2554.401,1396.39,5862.48,14221.39,20055.84,8256.86,27002.8,21765.61,1793.863,1251.804,17131.01,3033.177,10218.94,24118.77,20798.05,3359.58
2020-09-08,5919.03,14314.25,2484.36,1363.76,5755.44,13913.23,19665.99,8081.88,26336.59,21353.29,1738.198,1224.834,16683.71,2977.732,9968.67,23790.43,20379.41,3256.02
2020-09-09,6072.54,14362.51,2544.54,1391.83,5821.19,14080.91,20021.43,8189.74,26657.84,21779.84,1786.003,1227.733,17027.79,3024.211,10022.35,23921.42,20454,3327.53
2020-09-10,5954.48,14128.28,2500.46,1369.53,5736.31,13844.01,19715.72,8069.92,26254.14,21484.2,1752.266,1207.922,16763.04,2981.81,9836.63,23557.89,20107.26,3264.71
2020-09-11,5939.01,14201.97,2506.01,1373.67,5767.81,13897.65,19747.73,8105.52,26457.93,21576.66,1749.36,1216.599,16753.2,3003.799,9904.36,23698.97,20258.62,3262.58
2020-09-12,5939.01,14201.97,2506.01,1373.67,5767.81,13897.65,19747.73,8105.52,26457.93,21576.66,1749.36,1216.599,16753.2,3003.799,9904.36,23698.97,20258.62,3262.58
2020-09-13,5939.01,14201.97,2506.01,1373.67,5767.81,13897.65,19747.73,8105.52,26457.93,21576.66,1749.36,1216.599,16753.2,3003.799,9904.36,23698.97,20258.62,3262.58
2020-09-14,6016.78,14559.56,2546.59,1391.16,5842.82,14070.742,20011.6,8241.95,26910.06,21786.46,1780.834,1233.153,17038.06,3041.477,10085.86,24097.57,20746.25,3299.67
2020-09-15,6075.53,14435.2,2560.67,1395.9,5832.83,14055.34,20113.94,8252.61,26822.97,21833.71,1798.912,1217.984,17191.78,3037.792,9985.48,24094.06,20653.13,3320.41
2020-09-16,6005.32,14744.14,2543.57,1388.31,5869.19,14140.05,20066.85,8304.04,27114.67,21777.16,1778.789,1239.559,17111.18,3055.44,10144.34,24316.75,20950.25,3293.01
2020-09-17,5939.43,14674.82,2531.82,1381.29,5842.92,14084.166,19902.46,8264.65,26971.53,21684.01,1764.254,1234.912,16968.52,3058.108,10151.54,24282.14,20862.06,3260.71
2020-09-18,5859.07,14449.26,2506.81,1371.99,5798.55,13964.55,19690.25,8170.07,26684.26,21574.83,1741.571,1226.253,16791.99,3029.981,10073.23,23824.14,20524.24,3222.89
2020-09-19,5859.07,14449.26,2506.81,1371.99,5798.55,13964.55,19690.25,8170.07,26684.26,21574.83,1741.571,1226.253,16791.99,3029.981,10073.23,23824.14,20524.24,3222.89
2020-09-20,5859.07,14449.26,2506.81,1371.99,5798.55,13964.55,19690.25,8170.07,26684.26,21574.83,1741.571,1226.253,16791.99,3029.981,10073.23,23824.14,20524.24,3222.89
2020-09-21,5833.52,13791.61,2479.06,1360.36,5669.2,13667,19522.45,7964.13,25877.82,21362.93,1750.221,1185.543,16656.03,2950.451,9705.92,23126.62,19777.55,3199.36
2020-09-22,5931.97,13786.97,2499.14,1370.88,5673.58,13708.71,19648.07,8004.51,25930.54,21516.68,1781.816,1175.292,16885.69,2967.104,9672.44,23126.73,19724.96,3239.54
