,S&P 500 Growth Total Return Index,S&P 500 High Beta Total Return Index,S&P 500 Quality U.S. Dollar Gross Total Return Index,S&P 500 QVML Multi-Factor Index (USD) TR,S&P 500 Value Total Return Index,S&P 500 Revenue-Weighted Index (TR),S&P 500 Minimum Volatility Total Return Index,S&P 500 Equal Weighted USD Total Return Index,S&P 500 Buyback Total Return Index,S&P 500 Low Volatility Total Return Index,S&P 500 Momentum U.S. Dollar Gross Total Return Index,S&P 500 Enhanced Value Total Return Index,S&P 500 Pure Growth Total Return Index,S&P 500 Dividend Aristocrats Total Return Index,S&P 500 Pure Value Total Return Index,S&P 500 Low Volatility High Dividend Index,S&P 500 High Dividend Total Return Index,S&P 100 Total Return 4 JAN 1988 Index
,SPTRSGX Index,SP5HBIT Index,SPXQUT Index,SPXQLMUT Index,SPTRSVX Index,REVWLT Index,SP5MVT Index,SPXEWTR Index,SPBUYUT Index,SP5LVIT Index,SP500MUT Index,SPXEVUT Index,SPTRXPG Index,SPDAUDT Index,SPTRXPV Index,SP5LVHDT Index,SPXHDUT Index,SPTR100 Index
2000-03-10,1656.45,11284.15,352.517,183.02,1738.533,2785.034,2995.35,1312.73,2958.85,2663.25,604.404,232.232,4458.19,338.56,1567.18,2847.99,3374.068,1024.8
2000-03-11,1656.45,11284.15,352.517,183.02,1738.533,2785.034,2995.35,1312.73,2958.85,2663.25,604.404,232.232,4458.19,338.56,1567.18,2847.99,3374.068,1024.8
2000-03-12,1656.45,11284.15,352.517,183.02,1738.533,2785.034,2995.35,1312.73,2958.85,2663.25,604.404,232.232,4458.19,338.56,1567.18,2847.99,3374.068,1024.8
2000-03-13,1637.88,11095.37,348.821,181.47,1731.089,2781.964,3002.16,1306.61,2975.02,2682.44,597.353,233.037,4371.23,338.02,1571.12,2860.47,3383.796,1016.06
2000-03-14,1603.14,10809.27,341.528,180.26,1707.885,2749.98,2971.44,1285.47,2932.22,2671.89,580.892,230.31,4204.33,336.27,1547.63,2837.91,3342.693,999.31
2000-03-15,1632.52,10934.82,357.81,189.19,1761.773,2860.042,3045.87,1328.81,3046.09,2798.65,580.826,240.743,4183.4,356.82,1614.21,2990.55,3517.58,1024.73
2000-03-16,1700.77,11609.84,376.747,200.06,1858.459,3016.093,3212.96,1408.94,3247.17,2964.4,602.367,257.296,4408.03,380.72,1705.65,3175.85,3730.796,1069.38
2000-03-17,1725.03,11801.5,371.968,196.19,1843.94,2995.986,3168.38,1397.41,3208.75,2908.61,616.083,252.075,4512.65,374.73,1671.52,3132.74,3668.751,1075.96
2000-03-18,1725.03,11801.5,371.968,196.19,1843.94,2995.986,3168.38,1397.41,3208.75,2908.61,616.083,252.075,4512.65,374.73,1671.52,3132.74,3668.751,1075.96
2000-03-19,1725.03,11801.5,371.968,196.19,1843.94,2995.986,3168.38,1397.41,3208.75,2908.61,616.083,252.075,4512.65,374.73,1671.52,3132.74,3668.751,1075.96
2000-03-20,1714.45,11510.76,371.73,196.12,1835.868,2981.627,3148.05,1387.92,3192.49,2904.45,611.248,250.811,4390.26,371.67,1673.35,3115.69,3652.901,1074.02
2000-03-21,1765.08,11910.5,378.779,198.59,1874.061,3043.74,3193.31,1413.46,3263.69,2933.15,631.342,254.587,4510.24,377.59,1692.36,3166.21,3691.059,1103.52
2000-03-22,1779.11,12133.03,379.715,196.29,1874.865,3034.985,3192.38,1408.88,3266.28,2887.02,643.283,252.014,4595.05,374.34,1668.61,3119.22,3639.086,1108.56
2000-03-23,1813.39,12295.69,381.921,198.07,1904.834,3080.311,3228.79,1427.34,3334.01,2923.96,657.269,257.238,4623.11,379.82,1692.76,3160.8,3696.584,1137.48
2000-03-24,1813.56,12316.52,379.806,198.46,1904.928,3080.804,3203.47,1425.57,3334.01,2919.06,659.296,257.51,4618.38,377.41,1691.04,3145.8,3678.03,1138.78
2000-03-25,1813.56,12316.52,379.806,198.46,1904.928,3080.804,3203.47,1425.57,3334.01,2919.06,659.296,257.51,4618.38,377.41,1691.04,3145.8,3678.03,1138.78
2000-03-26,1813.56,12316.52,379.806,198.46,1904.928,3080.804,3203.47,1425.57,3334.01,2919.06,659.296,257.51,4618.38,377.41,1691.04,3145.8,3678.03,1138.78
2000-03-27,1815.29,12265.35,378.774,197.35,1892.675,3068.117,3187.54,1416.1,3303.61,2906.68,664.549,255.381,4623.86,371.8,1683.99,3124.6,3664.052,1135.39
2000-03-28,1789.63,12093.04,376.141,196.72,1881.029,3053.138,3149.9,1409.35,3297.79,2898.28,652.422,255.39,4534.3,373.27,1672.44,3120.27,3657.985,1123.42
2000-03-29,1783.56,11862.27,379.966,200.78,1891.599,3073.699,3165.27,1415.52,3271.53,2934.38,643.601,256.261,4434.31,378.9,1689.93,3138.54,3679.519,1131.93
2000-03-30,1742.8,11620.18,381.197,202.96,1886.971,3082.897,3206.43,1422.91,3269.11,2981.61,622.265,259.411,4286.34,384.54,1715.51,3175.16,3725.469,1113.22
2000-03-31,1755.61,11841.2,380.711,200.94,1900.07,3094.128,3234.87,1437.33,3288.73,2994.83,628.517,260.756,4352.02,386.15,1725.78,3211.95,3757.923,1114.93
2000-04-01,1755.61,11841.2,380.711,200.94,1900.07,3094.128,3234.87,1437.33,3288.73,2994.83,628.517,260.756,4352.02,386.15,1725.78,3211.95,3757.923,1114.93
2000-04-02,1755.61,11841.2,380.711,200.94,1900.07,3094.128,3234.87,1437.33,3288.73,2994.83,628.517,260.756,4352.02,386.15,1725.78,3211.95,3757.923,1114.93
2000-04-03,1739.05,11704.43,392.024,207.66,1942.363,3159.244,3232.68,1449.11,3338.73,3018.52,618.953,262.634,4185.53,395.42,1732.35,3256.68,3813.055,1122.53
2000-04-04,1732.56,11454.66,395.4,208.94,1919.538,3130.43,3228.6,1440.57,3291.94,3045.42,608.674,261.257,4128.07,398.59,1733.32,3260.61,3818.147,1112.51
2000-04-05,1725.54,11571.59,391.051,206.97,1908.415,3124.713,3237.37,1443.02,3308.06,3045.41,609.552,262.595,4196.96,393.49,1742.61,3265.77,3823.612,1103.04
2000-04-06,1739.04,11749.22,391.588,208.19,1930.609,3156.04,3289.09,1454.38,3342.54,3040.43,623.935,263.442,4265.89,395.09,1747.9,3266.47,3819.526,1113.81
2000-04-07,1780.44,11915.47,394.681,207.22,1918.632,3146.101,3265.66,1450.97,3345.6,3012.77,644.679,260.728,4418.68,389.73,1736.63,3222.91,3787.043,1123.97
2000-04-08,1780.44,11915.47,394.681,207.22,1918.632,3146.101,3265.66,1450.97,3345.6,3012.77,644.679,260.728,4418.68,389.73,1736.63,3222.91,3787.043,1123.97
2000-04-09,1780.44,11915.47,394.681,207.22,1918.632,3146.101,3265.66,1450.97,3345.6,3012.77,644.679,260.728,4418.68,389.73,1736.63,3222.91,3787.043,1123.97
2000-04-10,1749.14,11699.51,393.459,208.74,1926.151,3168.773,3246.65,1452.35,3356.71,3048.56,626.303,266.322,4252.77,391.95,1754.56,3259.26,3837.596,1117.98
2000-04-11,1732.71,11563.74,395.368,212.46,1936.952,3192.428,3268.54,1464.12,3369.22,3084.72,613.318,268.646,4178.14,398.78,1783.63,3306.81,3890.42,1117.46
2000-04-12,1665.8,11203.98,391.646,213.39,1931.017,3188.573,3262.3,1467.24,3366.47,3131.08,581.366,272.818,3993.07,405.1,1800.1,3371.45,3947.934,1084.86
2000-04-13,1626.43,10989.17,388.518,212.93,1907.773,3151.348,3250.85,1453.59,3325.96,3154.05,566.701,272.952,3892.65,400.89,1812.42,3384.95,3962.698,1063.5
2000-04-14,1523.48,10053.95,365.292,202.95,1807.233,2977.79,3098.66,1375.79,3112.85,3048.82,526.705,257.152,3594.02,382.19,1739.47,3263.14,3799.578,1001.48
2000-04-15,1523.48,10053.95,365.292,202.95,1807.233,2977.79,3098.66,1375.79,3112.85,3048.82,526.705,257.152,3594.02,382.19,1739.47,3263.14,3799.578,1001.48
2000-04-16,1523.48,10053.95,365.292,202.95,1807.233,2977.79,3098.66,1375.79,3112.85,3048.82,526.705,257.152,3594.02,382.19,1739.47,3263.14,3799.578,1001.48
2000-04-17,1609.96,10485.59,377.361,203.56,1820.026,3024.809,3158.52,1393.29,3165.59,3072.62,564.833,260.864,3774.3,385.8,1753.09,3279.16,3824.682,1043.25
2000-04-18,1664.73,10976.31,385.088,205.01,1861.038,3078.769,3187.34,1415.58,3241.19,3069.41,587.867,263.074,3986.19,389.55,1752.89,3282.66,3830.02,1075.38
2000-04-19,1637.88,10797.18,379.323,205.94,1856.719,3073.172,3194.69,1413.22,3221.29,3059.99,574.699,262.486,3907.7,389.45,1759.75,3265.65,3811.217,1055.81
2000-04-20,1635.53,10847.88,380.134,208.77,1879.699,3106.163,3209.33,1426.95,3251.23,3091.47,572.786,266.596,3879.42,393.06,1775.59,3271.7,3851.074,1063.35
2000-04-21,1635.53,10847.88,380.134,208.77,1879.699,3106.163,3209.33,1426.95,3251.23,3091.47,572.786,266.596,3879.42,393.06,1775.59,3271.7,3851.074,1063.35
2000-04-22,1635.53,10847.88,380.134,208.77,1879.699,3106.163,3209.33,1426.95,3251.23,3091.47,572.786,266.596,3879.42,393.06,1775.59,3271.7,3851.074,1063.35
2000-04-23,1635.53,10847.88,380.134,208.77,1879.699,3106.163,3209.33,1426.95,3251.23,3091.47,572.786,266.596,3879.42,393.06,1775.59,3271.7,3851.074,1063.35
2000-04-24,1616.19,10739.03,385.39,212.97,1891.995,3133.239,3222.33,1436.5,3262.84,3155.38,565.226,272.256,3802.3,399.88,1794.14,3329.42,3922.358,1057.12
2000-04-25,1680.11,11335.2,394.028,216.05,1941.613,3215.128,3327.82,1479.64,3365.06,3226.92,594.697,278.938,4052.05,407.14,1842.23,3424.08,4034.425,1088.59
2000-04-26,1660.23,11143.1,388.564,214.37,1921.869,3184.988,3316.6,1464.11,3315.22,3224.22,588.962,277.43,3949.28,399.25,1844.55,3411.87,4040.074,1079.73
2000-04-27,1678.5,11277.8,387.515,211.2,1909.328,3164.262,3261.11,1455.76,3278.35,3162.63,599.44,274.387,4054.14,391.39,1820.52,3347.65,3971.128,1082.1
2000-04-28,1668.72,11239.15,384.774,208.06,1887.364,3130.155,3246.05,1451.03,3286.96,3136.62,599.465,273.511,4101.77,388.03,1811.04,3318.84,3947.508,1069.5
2000-04-29,1668.72,11239.15,384.774,208.06,1887.364,3130.155,3246.05,1451.03,3286.96,3136.62,599.465,273.511,4101.77,388.03,1811.04,3318.84,3947.508,1069.5
2000-04-30,1668.72,11239.15,384.774,208.06,1887.364,3130.155,3246.05,1451.03,3286.96,3136.62,599.465,273.511,4101.77,388.03,1811.04,3318.84,3947.508,1069.5
2000-05-01,1686.33,11371.37,386.018,209.56,1908.657,3166.926,3286.89,1467.43,3320.51,3159.46,607.76,277.159,4103.23,393.52,1830.68,3352.3,4000.699,1082.77
2000-05-02,1655.6,11070.81,382.848,206.24,1887.373,3145.588,3254.32,1456.4,3278.95,3126.23,594.672,275.747,3966.53,391.18,1823.69,3316.87,3985.431,1066.53
2000-05-03,1621.41,10709.32,377.232,204.81,1845.099,3076.068,3208.08,1427.25,3172.42,3113.48,576.51,271.053,3867,386.82,1806.03,3295.02,3955.688,1041.93
2000-05-04,1611.63,10623.62,376.521,205.13,1842.536,3068.127,3229.91,1431.17,3165.52,3139.45,573.571,271.209,3849.69,386.74,1819.07,3303.45,3993.209,1036.22
2000-05-05,1649.4,10818.24,383.906,206.73,1857.682,3097.509,3256.51,1445.47,3199.41,3129.2,589.518,271.169,3938.33,388.71,1819.12,3285.51,3976.647,1053.73
2000-05-06,1649.4,10818.24,383.906,206.73,1857.682,3097.509,3256.51,1445.47,3199.41,3129.2,589.518,271.169,3938.33,388.71,1819.12,3285.51,3976.647,1053.73
2000-05-07,1649.4,10818.24,383.906,206.73,1857.682,3097.509,3256.51,1445.47,3199.41,3129.2,589.518,271.169,3938.33,388.71,1819.12,3285.51,3976.647,1053.73
2000-05-08,1622.06,10684.05,384.834,207.84,1870.307,3113.718,3253.28,1447.89,3200.05,3162.9,572.831,274.464,3828.15,392.49,1829.18,3322.08,4039.905,1045.3
2000-05-09,1603.48,10483.84,383.131,208.25,1861.119,3101.859,3238.46,1441.87,3188.04,3165.75,563.241,274.297,3775.36,392.38,1825.91,3336.94,4032.949,1037.41
2000-05-10,1561.39,10125.44,377.923,209.32,1835.765,3069.464,3208.41,1429.05,3142.84,3177.96,538.547,272.656,3621.79,391.16,1823.4,3331.75,4027.335,1012.97
2000-05-11,1588.79,10449.96,380.763,211.47,1870.126,3119.13,3276.21,1459.75,3206.58,3237.33,552.407,277.159,3752.61,395.2,1858.75,3399.65,4117.823,1033.59
2000-05-12,1604.66,10609.93,382.464,211.14,1886.313,3143.025,3296.17,1467.03,3241.75,3227.74,560.67,279.026,3814.23,395.57,1859.46,3400.81,4132.718,1043.09
2000-05-13,1604.66,10609.93,382.464,211.14,1886.313,3143.025,3296.17,1467.03,3241.75,3227.74,560.67,279.026,3814.23,395.57,1859.46,3400.81,4132.718,1043.09
2000-05-14,1604.66,10609.93,382.464,211.14,1886.313,3143.025,3296.17,1467.03,3241.75,3227.74,560.67,279.026,3814.23,395.57,1859.46,3400.81,4132.718,1043.09
2000-05-15,1638.88,10902.9,390.035,214.03,1929.758,3202.658,3347.33,1493.17,3302.66,3274.14,573.031,283.108,3951.9,402.55,1886.92,3446.65,4213.172,1063.45
2000-05-16,1661.7,11100.46,394.867,215.23,1938.18,3220.818,3390.58,1501.92,3327.71,3263.8,586.199,283.214,4054.96,404.13,1884.36,3435.52,4196.387,1074
2000-05-17,1640.53,10937.3,391.527,212.52,1915.098,3181.437,3357.2,1486.06,3292.96,3219.52,577.594,279.435,3980.98,399.4,1861.26,3402.57,4145.083,1058.07
2000-05-18,1617.72,10864.15,391.477,213.03,1915.636,3190.823,3359.57,1488.97,3309.23,3247.34,567.915,282.659,3904.56,402.67,1870.61,3429.37,4177.673,1050.26
2000-05-19,1577.01,10466.55,387.503,211.43,1884.269,3141.407,3319.14,1464.01,3240.77,3227.31,546.355,278.957,3775.5,398.82,1859.21,3407.54,4148.897,1031.33
2000-05-20,1577.01,10466.55,387.503,211.43,1884.269,3141.407,3319.14,1464.01,3240.77,3227.31,546.355,278.957,3775.5,398.82,1859.21,3407.54,4148.897,1031.33
2000-05-21,1577.01,10466.55,387.503,211.43,1884.269,3141.407,3319.14,1464.01,3240.77,3227.31,546.355,278.957,3775.5,398.82,1859.21,3407.54,4148.897,1031.33
2000-05-22,1564.85,10413.33,385.755,212.4,1882.768,3122.144,3335.66,1465.51,3243.23,3261.23,540.959,279.516,3751.77,401.45,1862.82,3445.41,4197.599,1024.6
2000-05-23,1517.41,10129.68,381.547,211.74,1869.864,3099.676,3326.78,1457.67,3250.51,3256.42,518.944,279.07,3604.24,402.99,1840.97,3446.46,4184.989,1003.39
2000-05-24,1560.88,10369.89,387.675,213.83,1883.534,3131.779,3380.07,1474.83,3272.23,3305.24,532.877,283.147,3718.57,410.54,1849,3487.56,4252.11,1023.32
2000-05-25,1547.12,10205.71,386.056,211.01,1852.373,3081.871,3341.72,1454.34,3225.26,3260.76,528.833,275.622,3665.38,405.32,1816.75,3419.97,4179.952,1009.42
2000-05-26,1542.27,10140.95,385.689,211.42,1849.211,3063.185,3336.5,1449.6,3205.09,3276.78,525.179,275.21,3652.7,404.26,1811.85,3419.82,4195.629,1008.24
2000-05-27,1542.27,10140.95,385.689,211.42,1849.211,3063.185,3336.5,1449.6,3205.09,3276.78,525.179,275.21,3652.7,404.26,1811.85,3419.82,4195.629,1008.24
2000-05-28,1542.27,10140.95,385.689,211.42,1849.211,3063.185,3336.5,1449.6,3205.09,3276.78,525.179,275.21,3652.7,404.26,1811.85,3419.82,4195.629,1008.24
2000-05-29,1542.27,10140.95,385.689,211.42,1849.211,3063.185,3336.5,1449.6,3205.09,3276.78,525.179,275.21,3652.7,404.26,1811.85,3419.82,4195.629,1008.24
2000-05-30,1609.68,10781.82,391.736,213.1,1885.715,3121.244,3408.68,1478.23,3279.53,3291.87,556.739,278.289,3910.49,406.85,1826.27,3437.61,4211.938,1043.05
2000-05-31,1600.67,10764.34,391.478,214.17,1893.252,3129.493,3396.55,1476.39,3263.71,3290.65,554.551,278.819,3867.77,404.41,1827.59,3440.02,4215.699,1043.51
2000-06-01,1636.37,11170.79,395.222,214.31,1925.668,3172.866,3441.79,1500,3332.22,3312.21,575.143,283.228,4019.07,410.5,1839.9,3498.55,4277.357,1065.49
2000-06-02,1677.45,11782.9,394.039,212.22,1951.617,3199.692,3454.66,1518.72,3400.22,3293.17,600.273,284.696,4188.63,411.45,1836.53,3495.15,4303.753,1086.18
2000-06-03,1677.45,11782.9,394.039,212.22,1951.617,3199.692,3454.66,1518.72,3400.22,3293.17,600.273,284.696,4188.63,411.45,1836.53,3495.15,4303.753,1086.18
2000-06-04,1677.45,11782.9,394.039,212.22,1951.617,3199.692,3454.66,1518.72,3400.22,3293.17,600.273,284.696,4188.63,411.45,1836.53,3495.15,4303.753,1086.18
2000-06-05,1666.79,11659.75,392.863,210.74,1938.578,3177.072,3438.5,1501.83,3367.17,3240.92,598.071,280.451,4170.74,404.22,1814.68,3426.51,4223.716,1083.54
2000-06-06,1653.52,11354.45,391.906,211.13,1928.56,3157.689,3425.91,1492.97,3326.51,3260.73,586.89,279.077,4077.16,400.92,1820.49,3426.16,4236.584,1073.47
2000-06-07,1676.4,11562.83,395.54,210.7,1936.807,3172.711,3435.27,1494.89,3342.13,3258.75,596.499,279.808,4158.54,402.04,1810.95,3432.14,4245.896,1084.14
2000-06-08,1667.01,11437.42,393.162,209.44,1921.91,3147.964,3431.59,1484.38,3308.88,3251.87,595.173,276.827,4168.42,398.84,1804.66,3420.05,4217.413,1076.2
2000-06-09,1665.56,11418.85,392.679,209.72,1910.39,3137.757,3414.65,1486.4,3306.43,3267.2,594.222,278.825,4189.6,397.74,1819.06,3411.51,4228.132,1068.48
2000-06-10,1665.56,11418.85,392.679,209.72,1910.39,3137.757,3414.65,1486.4,3306.43,3267.2,594.222,278.825,4189.6,397.74,1819.06,3411.51,4228.132,1068.48
2000-06-11,1665.56,11418.85,392.679,209.72,1910.39,3137.757,3414.65,1486.4,3306.43,3267.2,594.222,278.825,4189.6,397.74,1819.06,3411.51,4228.132,1068.48
2000-06-12,1641.19,11165.76,390.809,208.89,1912.058,3134.744,3394.42,1478.58,3282.15,3275.24,588.594,279.54,4048.31,396.41,1821.04,3429.12,4241.127,1061.03
2000-06-13,1684.76,11457.95,399.166,211.32,1920.749,3156.219,3410.59,1489.98,3298.2,3290.9,603.765,280.116,4193.2,398.97,1819.95,3438.3,4247.789,1081.99
2000-06-14,1683.94,11386.62,400.333,213.06,1925.182,3161.543,3406.01,1492.62,3297.53,3283.31,597.61,278.258,4099.82,402.37,1820.77,3426.38,4232.516,1083.3
2000-06-15,1710.89,11473.96,404.818,214.74,1912.285,3147.27,3406.73,1487.13,3280.07,3279.52,605.85,276.17,4158.07,397.62,1815.63,3379.1,4207.684,1094.99
2000-06-16,1707.86,11411.15,401.353,211.66,1875.997,3093.834,3366.52,1471.82,3222.53,3250.66,606.349,271.968,4184.93,390.45,1805.62,3347.89,4130.175,1081.09
2000-06-17,1707.86,11411.15,401.353,211.66,1875.997,3093.834,3366.52,1471.82,3222.53,3250.66,606.349,271.968,4184.93,390.45,1805.62,3347.89,4130.175,1081.09
2000-06-18,1707.86,11411.15,401.353,211.66,1875.997,3093.834,3366.52,1471.82,3222.53,3250.66,606.349,271.968,4184.93,390.45,1805.62,3347.89,4130.175,1081.09
2000-06-19,1743.07,11711.88,407.745,211.66,1889.887,3112.295,3384.2,1477.1,3243.07,3249.58,621.116,272.261,4302.42,389.22,1786.16,3336.56,4121.327,1100.55
2000-06-20,1730.93,11743.9,401.168,209.03,1877.594,3081.158,3346.41,1461.44,3215.03,3218.29,618.26,267.757,4292.84,384.83,1769.85,3297.46,4066.039,1093.21
2000-06-21,1739.69,11728.91,403.152,210.05,1874.793,3077.299,3358.05,1460.09,3206.14,3210.38,616.169,266.759,4303.66,381.8,1764.12,3289.4,4043.521,1096.56
2000-06-22,1695.91,11391.94,396.149,208.11,1857.288,3036.65,3317.42,1444.06,3176.83,3193.73,597.275,263.605,4165.25,382.79,1742.13,3273.64,4002.45,1076.15
2000-06-23,1679.48,11155.37,396.239,208.78,1849.018,3036.44,3314.19,1438.97,3180.7,3202.58,588.721,265.845,4064.29,383.05,1753.79,3285.77,4023.324,1070.64
2000-06-24,1679.48,11155.37,396.239,208.78,1849.018,3036.44,3314.19,1438.97,3180.7,3202.58,588.721,265.845,4064.29,383.05,1753.79,3285.77,4023.324,1070.64
2000-06-25,1679.48,11155.37,396.239,208.78,1849.018,3036.44,3314.19,1438.97,3180.7,3202.58,588.721,265.845,4064.29,383.05,1753.79,3285.77,4023.324,1070.64
2000-06-26,1703.49,11331,406.544,210.02,1855.941,3052.848,3340.86,1445.93,3202.31,3214.07,597.416,265.709,4161.72,385.87,1754.23,3279.55,4043.889,1081.8
2000-06-27,1693.26,11247.17,407.46,209.55,1856.254,3055.383,3324.58,1451.31,3225.35,3203.68,592.451,267.307,4146.41,387.39,1751.19,3255.08,4013.617,1075.94
2000-06-28,1702.99,11353.87,407.643,209.61,1855.822,3054.434,3337.21,1455.63,3241.19,3233.62,597.649,267.76,4184.54,386.04,1758.99,3249.34,4037.232,1080.32
2000-06-29,1685.63,11126.05,411.189,210.93,1843.853,3043.014,3314.5,1448.61,3261.7,3229.27,585.937,267.857,4112.01,385.65,1757.15,3214.79,3998.49,1068.99
2000-06-30,1729.84,11273.24,415.88,209.27,1818.46,3024.325,3294.12,1436.71,3192.39,3153.23,597.53,259.645,4207.02,381.14,1716.77,3128.05,3888.146,1083.43
2000-07-01,1729.84,11273.24,415.88,209.27,1818.46,3024.325,3294.12,1436.71,3192.39,3153.23,597.53,259.645,4207.02,381.14,1716.77,3128.05,3888.146,1083.43
2000-07-02,1729.84,11273.24,415.88,209.27,1818.46,3024.325,3294.12,1436.71,3192.39,3153.23,597.53,259.645,4207.02,381.14,1716.77,3128.05,3888.146,1083.43
2000-07-03,1731.52,11400.54,415.296,211.4,1857.932,3073.246,3337.96,1463.98,3266.02,3221.65,603.464,267.734,4227.11,388.82,1769.6,3234.41,4001.225,1091.35
2000-07-04,1731.52,11400.54,415.296,211.4,1857.932,3073.246,3337.96,1463.98,3266.02,3221.65,603.464,267.734,4227.11,388.82,1769.6,3234.41,4001.225,1091.35
2000-07-05,1689.17,11053.39,414.623,211.82,1848.315,3059.049,3300.46,1448.73,3256.76,3202.65,583.804,269.087,4096.85,389.83,1771.02,3219.35,3996.931,1074.36
2000-07-06,1707.81,11326.82,413.31,211.25,1853.846,3079.718,3314.01,1455.98,3281.07,3205.63,593.107,269.452,4198.93,388.29,1776.08,3234.15,4001.828,1083.38
2000-07-07,1735.32,11631.98,415.183,211.57,1880.273,3120.693,3356.55,1474.5,3320.59,3226.8,605.565,271.393,4286.21,392.66,1787.54,3263.19,4039.222,1101.31
2000-07-08,1735.32,11631.98,415.183,211.57,1880.273,3120.693,3356.55,1474.5,3320.59,3226.8,605.565,271.393,4286.21,392.66,1787.54,3263.19,4039.222,1101.31
2000-07-09,1735.32,11631.98,415.183,211.57,1880.273,3120.693,3356.55,1474.5,3320.59,3226.8,605.565,271.393,4286.21,392.66,1787.54,3263.19,4039.222,1101.31
2000-07-10,1727.26,11621.62,415.445,212.61,1881.526,3132.526,3360.42,1478.79,3326.75,3245.83,601.748,274.188,4271.7,393.35,1806.52,3282.14,4068.766,1096.64
2000-07-11,1724.8,11670.93,416.23,214.7,1899.501,3159.844,3386.98,1491.47,3348.61,3272.72,603.316,276.757,4272.61,395.64,1822.69,3320.97,4095.396,1098.64
2000-07-12,1747.68,11991.15,415.358,212.61,1903.752,3172.734,3402.55,1499.38,3375.04,3261.77,616.285,278.527,4393.92,394.8,1818.17,3300.12,4072.769,1105.31
2000-07-13,1748.81,12057.94,408.701,210.66,1910.521,3170.715,3391.75,1499.32,3365.71,3253.81,623.328,278.848,4427.9,392.67,1820.91,3283.93,4067.109,1108.22
2000-07-14,1772.29,12356.47,409.146,209.97,1919.554,3185.882,3405.47,1509.35,3386.76,3249.5,633.411,280.229,4500.95,393,1817.71,3282.42,4069.257,1118.49
2000-07-15,1772.29,12356.47,409.146,209.97,1919.554,3185.882,3405.47,1509.35,3386.76,3249.5,633.411,280.229,4500.95,393,1817.71,3282.42,4069.257,1118.49
2000-07-16,1772.29,12356.47,409.146,209.97,1919.554,3185.882,3405.47,1509.35,3386.76,3249.5,633.411,280.229,4500.95,393,1817.71,3282.42,4069.257,1118.49
2000-07-17,1790.96,12374.1,412.92,210.78,1896.854,3166.838,3401.32,1505.29,3375.31,3237.17,639.421,277.323,4505.37,390.15,1812.85,3250.59,4036.709,1121.55
2000-07-18,1759.58,12104.77,410.877,210.7,1890.747,3149.443,3383.04,1495.53,3363.1,3234.58,626.403,276.213,4455.7,391.91,1808,3254.43,4021.511,1107.07
2000-07-19,1739.56,11863.19,408.412,211.14,1883.974,3139.136,3350.77,1484.15,3337.61,3250.33,620.883,275.317,4379.8,392.44,1805.98,3267.7,4048.451,1101.33
2000-07-20,1760.93,12050.09,411.347,210.42,1894.3,3160.33,3353.89,1489.49,3360.1,3252.43,634.532,277.171,4441.14,394,1809.97,3275.71,4072.594,1115.23
2000-07-21,1735.02,11868.3,408.958,209.7,1884.893,3136.198,3326.77,1473.52,3331.33,3230.08,629.985,275.361,4357.61,390.39,1797.93,3243.27,4040.238,1103.52
2000-07-22,1735.02,11868.3,408.958,209.7,1884.893,3136.198,3326.77,1473.52,3331.33,3230.08,629.985,275.361,4357.61,390.39,1797.93,3243.27,4040.238,1103.52
2000-07-23,1735.02,11868.3,408.958,209.7,1884.893,3136.198,3326.77,1473.52,3331.33,3230.08,629.985,275.361,4357.61,390.39,1797.93,3243.27,4040.238,1103.52
2000-07-24,1711.61,11627.63,407.45,210.14,1871.039,3112.885,3296.86,1463.21,3311.41,3210.8,616.403,275.101,4256.81,390.88,1790.7,3229.18,4033.726,1091.67
2000-07-25,1723.63,11824.86,407.321,210.69,1883.935,3123.923,3312.45,1467.73,3319.7,3223.45,628.555,275.095,4294.55,391.77,1791.04,3238.35,4053.593,1100.74
2000-07-26,1695.77,11511.95,402.334,208.68,1858.467,3079.023,3285.55,1446.99,3276.21,3184.1,619.909,271.242,4229.69,386.79,1766.95,3186.29,3996,1085.32
2000-07-27,1683.71,11313.58,404.859,211.29,1866.818,3099.191,3292.51,1452.79,3311.98,3221.62,607.977,275.591,4177.14,389.49,1789.75,3223.59,4043.324,1087.88
2000-07-28,1639.13,10938.6,403.481,211.47,1842.023,3058.123,3267.84,1431.72,3261.5,3210.88,585.002,272.263,4014.89,386.58,1769.67,3200.74,4020.424,1064.75
2000-07-29,1639.13,10938.6,403.481,211.47,1842.023,3058.123,3267.84,1431.72,3261.5,3210.88,585.002,272.263,4014.89,386.58,1769.67,3200.74,4020.424,1064.75
2000-07-30,1639.13,10938.6,403.481,211.47,1842.023,3058.123,3267.84,1431.72,3261.5,3210.88,585.002,272.263,4014.89,386.58,1769.67,3200.74,4020.424,1064.75
2000-07-31,1652.82,11192.16,403.012,210.48,1854.846,3069.23,3279.54,1440.2,3285.32,3196.21,595.93,273.409,4084.1,385.73,1778.51,3202.7,4016.402,1073.61
2000-08-01,1652.92,11117.37,408.446,213.55,1875.267,3103.275,3319.99,1456.23,3321.92,3247.44,590.852,278.479,4047.8,392.17,1808.27,3255.88,4096.52,1075.49
2000-08-02,1645.59,11112.29,410.915,215.78,1886.983,3116.788,3331.72,1460.88,3334.52,3275.35,587.13,278.647,4064.92,395.79,1813.6,3267.68,4119.114,1074.24
